asin,helpful,index,overall,overall_html,reviewText,reviewTime,reviewerID,reviewerName,sentiment,summarized_reviewText,summary,summary_sentiment,topic,topic_words,unixReviewTime
972683275,"{0,0}",187,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>",works great was pretty easy to put up and does the trick. it is my sons room and really works great.,"02 2, 2013",A3VWY3CDC423UM,Rebecca,0.9337,"<span style=""background-color: #FFFF00"">works great was pretty easy to put up and does the trick.</span> <span style=""background-color: #FFFF00"">it is my sons room and really works great.</span>",mount,0.8807,1,work great,1359763200
972683275,"{0,0}",168,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>",Works great for a cheap mount. Worked great on a 32&#34; Emerson LCD tv. Does everything as advertised! Can tighten or loosen joints for easier movement.,"12 25, 2013",A1HMK1KMWQBDTT,M. Woole,0.9059999999999999,"<span style=""background-color: #FFFF00"">Works great for a cheap mount.</span> <span style=""background-color: #FFFF00"">Worked great on a 32&#34; Emerson LCD tv.</span> Does everything as advertised! Can tighten or loosen joints for easier movement.",Good buy for price.,0.906,1,work great,1387929600
972683275,"{0,1}",20,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>","Great deal, easy to mount and it appears to be fairly sturdy. I mounted a 32 in tv on it and it works great.","12 16, 2011",A1EDI0X3GI1SK7,AGW,0.9022,"<span style=""background-color: #FFFF00"">Great deal, easy to mount and it appears to be fairly sturdy.</span> <span style=""background-color: #FFFF00"">I mounted a 32 in tv on it and it works great.</span>",32 In TV Mount,0.4404,1,work great,1323993600
972683275,"{0,0}",33,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>","I bought this for a 22"" TV for my son. I mounted this onto the corner stud and it works great! I love the angles it can achieve. Fees Very sturdy and well built. It works perfect for my application. Very happy with this purchase!","08 4, 2013",AQBLWW13U66XD,"Benjamin Belanger ""v dbl u""",0.9635,"I bought this for a 22"" TV for my son. <span style=""background-color: #FFFF00"">I mounted this onto the corner stud and it works great!</span> I love the angles it can achieve. Fees Very sturdy and well built. <span style=""background-color: #FFFF00"">It works perfect for my application.</span> Very happy with this purchase!",High Quality/Low Price,0.9417,1,work great,1375574400
972683275,"{0,0}",205,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>","Sturdy and durable craftsmanship. Bought for my grandma in Mexico, had it installed and works great. Has awesome mobility to enjoy your television from countless angles in your room.","04 20, 2013",A11EKN3A8FUEDC,Sergio E,0.9081,"Sturdy and durable craftsmanship. <span style=""background-color: #FFFF00"">Bought for my grandma in Mexico, had it installed and works great.</span> Has awesome mobility to enjoy your television from countless angles in your room.",Works Perfectly,0.8074,1,work great,1366416000
972683275,"{0,0}",234,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>","Worked great. Easy mounting and setup. 2007 Vizio 42&#34; LCD hung perfectly. It is a heavier TV, around 50lbs and it mounted up great.","02 11, 2014",A2S4X009TZ0C26,WyattC,0.946,"<span style=""background-color: #FFFF00"">Worked great.</span> Easy mounting and setup. 2007 Vizio 42&#34; LCD hung perfectly. <span style=""background-color: #FFFF00"">It is a heavier TV, around 50lbs and it mounted up great.</span>","Works with 2007 Vizio 42"" LCD",0.7964,1,work great,1392076800
972683275,"{0,0}",164,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>","Easy install!! Looks great and works great for what we need!! Purchased for game room, took 5 min. to install and 1 min. to set TV on. Great!!","03 23, 2013",AH7DLKHSGZKCR,M. Swartz,0.9543,"Easy install!! <span style=""background-color: #FFFF00"">Looks great and works great for what we need!!</span> Purchased for game room, took 5 min. to install and 1 min. to set TV on. <span style=""background-color: #FFFF00"">Great!</span> !",Great Product -Easy install 5 min. to install. TV looks great on the wall. can move around easily,0.9227,1,work great,1363996800
972683275,"{0,0}",65,4.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star""></span>","Very sturdy. The arm is very stiff at first so you have to work it lose.  However, the mount works great, just make sure you get that stud just right. I was impressed with the quality and happy with the price.","11 13, 2013",A1ZPEZMQBCTZQN,Dusty,0.8885,"Very sturdy. <span style=""background-color: #FFFF00"">The arm is very stiff at first so you have to work it lose.</span> <span style=""background-color: #FFFF00"">However, the mount works great, just make sure you get that stud just right.</span> I was impressed with the quality and happy with the price.",Works great.,0.9217,1,work great,1384300800
972683275,"{14,19}",141,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>","I mounted this in my RV and it holds a 26"" LCD TV / DVD combo.  Installation was very easy and the mount works GREAT!  I was prepared to pay 5 times the price for a mount that would work as I wanted.  I couldn't be happier.","09 30, 2010",A7R4R9THNELTP,LG,0.7929999999999999,"I mounted this in my RV and it holds a 26"" LCD TV / DVD combo. <span style=""background-color: #FFFF00"">Installation was very easy and the mount works GREAT!</span> <span style=""background-color: #FFFF00"">I was prepared to pay 5 times the price for a mount that would work as I wanted.</span> I couldn't be happier.","Excellent, at any price",0.298,1,work great,1285804800
972683275,"{0,0}",191,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>",This was for a 32 inch LCD.  Easy to install and works great.  I am very satisfied with this wall mount.,"08 26, 2012",A2EBPFXZNLL753,Rob A. Frese,0.8777,"This was for a 32 inch LCD. <span style=""background-color: #FFFF00"">Easy to install and works great.</span> I am very satisfied with this wall mount.",Good price good product,0.4754,1,work great,1345939200
972683275,"{0,0}",192,4.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star""></span>","Fits many different size TV's,  is very solid, and was easy to install.  I would recommend to anyone is even slightly handy.","02 15, 2013",A1OY33KGOG3IX8,Robert Brasseur,0.7425,"<span style=""background-color: #FFFF00"">Fits many different size TV's,  is very solid, and was easy to install.</span> I would recommend to anyone is even slightly handy.",Good Product,0.7425,2,install easy,1360886400
972683275,"{0,0}",185,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>",This product is user friendly and versatile.It is easy to install and comes with everything needed for installation.Adding bidding could drill and bit,"02 25, 2013",A2RE73VUCARNE0,Ramon Pereyra,0.7269,"<span style=""background-color: #FFFF00"">This product is user friendly and versatile.It is easy to install and comes with everything needed for installation.Adding bidding could drill and bit</span>",Very good,0.7269,2,install easy,1361750400
972683275,"{0,0}",45,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>",This mount is easy to install and very sturdy and is very functional and very affordable for the price. A+,"04 25, 2013",A20Q4FIBCAG2ZV,cameron,0.4404,"<span style=""background-color: #FFFF00"">This mount is easy to install and very sturdy and is very functional and very affordable for the price.</span> A+",great product,0.4404,2,install easy,1366848000
972683275,"{1,1}",186,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>",it was so easy to install.  the instructions were simple and so was the process.  i was putting off the project for fear.  i should have hung the TV long ago.,"03 8, 2013",A3KHBD3YRNY5WO,Randy Williams,0.1384,"<span style=""background-color: #FFFF00"">it was so easy to install.</span> the instructions were simple and so was the process. i was putting off the project for fear. i should have hung the TV long ago.",perfect in every way,0.1384,2,install easy,1362700800
972683275,"{0,0}",102,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>",UPDATE: I have now have purchased 3 of these for work and home and with the lighter LED TV's this is a perfect mount for most sizes - this is a great mount - easy to install - easy to use - easy to expand - easy to mount TVs. I havent found another one that is so useful - even if you dont need it to extend this is still a great mount--- I guess for the price I was expecting something cheaper but I was quite surprised. It was easy to install and works for what I need it for - it may be over kill for a 22 inch LED LCD TV but I like the way it can be moved around.,"12 29, 2010",A1VA1QF8KZNBLL,Jeff Lawrence,0.9514,"<span style=""background-color: #FFFF00"">UPDATE: I have now have purchased 3 of these for work and home and with the lighter LED TV's this is a perfect mount for most sizes - this is a great mount - easy to install - easy to use - easy to expand - easy to mount TVs.</span> I havent found another one that is so useful - even if you dont need it to extend this is still a great mount--- I guess for the price I was expecting something cheaper but I was quite surprised. <span style=""background-color: #FFFF00"">It was easy to install and works for what I need it for - it may be over kill for a 22 inch LED LCD TV but I like the way it can be moved around.</span>",the only mount I will buy,0.9514,2,install easy,1293580800
972683275,"{0,0}",173,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>","I have mounted a 42 inch old LCD. Easy to install. Easy to swivel, there is tilt option but it has to be locked by nuts(it can not be changed without loosing the nuts).","01 14, 2013",A3EP4YIS9W1LR1,Nitkad,0.4404,"I have mounted a 42 inch old LCD. <span style=""background-color: #FFFF00"">Easy to install.</span> <span style=""background-color: #FFFF00"">Easy to swivel, there is tilt option but it has to be locked by nuts(it can not be changed without loosing the nuts).</span>",Good for price,0.0,2,install easy,1358121600
972683275,"{0,0}",184,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>","had a couple of guys put this up for me, but they said it was easy to install. I like the fact that I can move it around easily and tilt it anyway I want it to be.","03 11, 2014",A326UIIB1O2UUR,Rachel Maggert,0.8922,"<span style=""background-color: #FFFF00"">had a couple of guys put this up for me, but they said it was easy to install.</span> I like the fact that I can move it around easily and tilt it anyway I want it to be.",easy to install,0.8922,2,install easy,1394496000
972683275,"{0,0}",87,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>","I have a 47&#34; TV and had no place to put it in my bed room. With this mount it use the space i had a poster hanging. Very easy to install, came with all hard ware.","02 15, 2013",A27OMVFGJXH1VB,Goneanddidit,0.1513,"I have a 47&#34; TV and had no place to put it in my bed room. With this mount it use the space i had a poster hanging. <span style=""background-color: #FFFF00"">Very easy to install, came with all hard ware.</span>",Got Room?,0.0772,2,install easy,1360886400
972683275,"{0,0}",140,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>",Awesome price and quality. Simple and easy to install and fully equipped for installation. If you need a swing arm mount for medium size tv this is one I'd recommend.,"11 22, 2012",A1038957GWRBP375RU5T,leo,0.8591,"Awesome price and quality. <span style=""background-color: #FFFF00"">Simple and easy to install and fully equipped for installation.</span> If you need a swing arm mount for medium size tv this is one I'd recommend.",Great item,0.8591,2,install easy,1353542400
972683275,"{0,0}",80,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>","Very good item; I am happy wit it, and delivery time was excellent!!  I recomended; is a good support for your LED TV. It is easy to install, and it have extra screws for different sizes TV.","05 2, 2012",A24OHQK700QEIW,Fredy,0.9582,"Very good item; I am happy wit it, and delivery time was excellent!! I recomended; is a good support for your LED TV. <span style=""background-color: #FFFF00"">It is easy to install, and it have extra screws for different sizes TV.</span>",Very good!!,0.9582,2,install easy,1335916800
972683275,"{0,0}",29,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>",I am very glad for buying it.  It is heavy duty and good quality for the price.  It was very easy to install.,"01 9, 2013",A3CCITVF0WL6KE,A. Ramos,0.855,"<span style=""background-color: #FFFF00"">I am very glad for buying it.</span> <span style=""background-color: #FFFF00"">It is heavy duty and good quality for the price.</span> It was very easy to install.",VideoSecu Swing Arm TV Wall Mount,0.855,3,good price buy,1357689600
